"Event","Time","TotalJobs"
"Service","9034.345504617326","0"
"Service","9061.388724949838","1"
"Service","9071.299917119084","0"
"Service","9112.166191998098","1"
"Service","9114.347438975354","0"
"Service","9171.64964262194","1"
"Service","9192.950112998446","2"
"Service","9194.904510634049","1"
"Service","9216.515121960734","2"
"Service","9226.635137106941","2"
"Service","9244.90673579712","2"
"Service","9261.044487492925","2"
"Service","9268.666316153716","1"
"Service","9287.554757715548","1"
"Service","9295.459168874042","1"
"Service","9318.422258104798","0"
"Service","9344.830217141709","2"
"Service","9357.951434900198","3"
"Service","9362.713523609778","2"
"Service","9379.815134710438","1"
"Service","9389.139950333702","0"
"Service","9432.886228064266","1"
"Service","9455.283065703818","2"
"Service","9463.797517544243","1"
"Service","9478.04541477148","1"
"Service","9490.188589981419","0"
"Service","9527.910122181038","2"
"Service","9537.375009953548","1"
"Service","9551.699559286566","0"
"Service","9580.78260022766","3"
"Service","9584.30413490137","2"
"Service","9599.0667823782","2"
"Service","9609.813070339094","3"
"Service","9620.993178778923","4"
"Service","9638.01951086164","3"
"Service","9643.466260622154","2"
"Service","9654.627554839724","2"
"Service","9662.980155584977","2"
"Service","9666.688178068913","2"
"Service","9680.829020236548","1"
"Service","9689.47387017199","1"
"Service","9720.033386858886","3"
"Service","9722.536743765193","2"
"Service","9744.134019373325","1"
"Service","9753.595121494931","1"
"Service","9766.339096814057","1"
"Service","9779.622793251512","1"
"Service","9794.335926693933","2"
"Service","9810.420610293195","2"
"Service","9815.326157687332","1"
"Service","9830.68778228734","2"
"Service","9838.104323635103","1"
"Service","9856.155050646017","1"
"Service","9865.131568775614","0"
"Service","9931.467624703379","1"
"Service","9942.651408054026","0"
"Service","9981.51892306382","1"
"Service","10004.215606143542","1"
"Service","10024.230192519819","1"
"Service","10044.300285871039","1"
"Service","10067.438870409105","2"
"Service","10089.519658756137","3"
"Service","10092.998026698688","2"
"Service","10115.68870261281","2"
"Service","10116.02903217236","1"
"Service","10140.797175050911","0"
"Service","10166.64535053091","0"
"Service","10193.415153277578","1"
"Service","10194.297997440126","0"
"Service","10219.200071221274","4"
"Service","10225.838527549437","3"
"Service","10245.877052092279","4"
"Service","10247.655754062185","3"
"Service","10260.256509384473","3"
"Service","10271.732062663386","5"
"Service","10277.647544804042","4"
"Service","10298.365430851569","6"
"Service","10301.227767517878","5"
"Service","10322.344815838645","4"
"Service","10329.775024963612","4"
"Service","10342.386989661885","6"
"Service","10353.283394215663","5"
"Service","10368.927549139158","6"
"Service","10376.475330505904","6"
"Service","10395.653322823506","6"
"Service","10402.935875380354","5"
"Service","10424.15492090739","5"
"Service","10427.653046152802","4"
"Service","10452.41586712597","6"
"Service","10452.894613253759","5"
"Service","10475.555245954589","6"
"Service","10476.45149132372","5"
"Service","10499.696259481614","6"
"Service","10501.509704487595","5"
"Service","10521.619570536426","6"
"Service","10525.9371564648","5"
"Service","10550.494993481077","5"
"Service","10553.58012731765","4"
"Service","10578.027975366802","4"
"Service","10578.71488771147","3"
